t,center,is_twin,core_edges,core_components,core_isolated_nodes,core_gc_size,core_gc_fraction,core_gc_spectral_gap,core_gc_entropy,twin_isolates,twin_deg_sum,twin_deg_minus1,twin_deg_plus1,twin_is_isolated_minus1,twin_is_isolated_plus1,twin_in_gc_minus1,twin_in_gc_plus1,t_mod_13,is_forbidden_13,dist_to_forbid_13,t_mod_17,is_forbidden_17,dist_to_forbid_17,t_mod_19,is_forbidden_19,dist_to_forbid_19,layer_hits_L1,layer_hits_L2,layer_hits_L3,layer_allow_L1,layer_allow_L2,layer_allow_L3
60692,1682382240,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,8,0,2,2,0,3,6,0,5,0,0,0,1,1,1
170086,4714783920,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,7,0,3,1,0,4,17,0,1,0,0,0,1,1,1
184256,5107576320,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,7,0,3,10,0,2,13,0,5,0,0,0,1,1,1
95285,2641300200,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,8,0,2,0,0,5,0,0,1,0,0,0,1,1,1
2404,66638880,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,12,0,2,7,0,2,10,0,8,0,0,0,1,1,1
124344,3446815680,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,12,0,2,6,0,1,8,0,7,0,0,0,1,1,1
164716,4565927520,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,6,0,3,3,0,2,5,0,4,0,0,0,1,1,1
136669,3788464680,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,0,0,3,6,0,1,2,0,1,0,0,0,1,1,1
174774,4844735280,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,2,0,1,14,0,2,12,0,6,0,0,0,1,1,1
196799,5455268280,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,5,0,2,7,0,2,16,0,2,0,0,0,1,1,1
155442,4308852240,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,1,0,2,11,0,1,3,0,2,0,0,0,1,1,1
167783,4650944760,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,5,0,2,10,0,2,13,0,5,0,0,0,1,1,1
131553,3646649160,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,6,0,3,7,0,2,16,0,2,0,0,0,1,1,1
116226,3221784720,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,6,0,3,14,0,2,3,0,2,0,0,0,1,1,1
163957,4544888040,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,1,0,2,9,0,3,6,0,5,0,0,0,1,1,1
7217,200055240,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,2,0,1,9,0,3,16,0,2,0,0,0,1,1,1
52481,1454773320,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,0,0,3,2,0,3,3,0,2,0,0,0,1,1,1
21253,589133160,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,11,0,1,3,0,2,11,0,7,0,0,0,1,1,1
155686,4315615920,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,11,0,1,0,0,5,0,0,1,0,0,0,1,1,1
78083,2164460760,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,5,0,2,2,0,3,12,0,6,0,0,0,1,1,1
48991,1358030520,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,7,0,3,14,0,2,9,0,8,0,0,0,1,1,1
102207,2833178040,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,1,0,2,3,0,2,6,0,5,0,0,0,1,1,1
103050,2856546000,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,12,0,2,13,0,1,13,0,5,0,0,0,1,1,1
180227,4995892440,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,8,0,2,10,0,2,12,0,6,0,0,0,1,1,1
121686,3373135920,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,6,0,3,0,0,5,10,0,8,0,0,0,1,1,1
18456,511600320,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,9,0,1,11,0,1,7,0,6,0,0,0,1,1,1
144690,4010806800,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,0,0,3,3,0,2,5,0,4,0,0,0,1,1,1
120412,3337820640,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,6,0,3,1,0,4,9,0,8,0,0,0,1,1,1
187946,5209863120,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,5,0,2,11,0,1,17,0,1,0,0,0,1,1,1
102462,2840246640,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,9,0,1,3,0,2,14,0,4,0,0,0,1,1,1
3375,93555000,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,8,0,2,9,0,3,12,0,6,0,0,0,1,1,1
54789,1518751080,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,7,0,3,15,0,3,12,0,6,0,0,0,1,1,1
192765,5343445800,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,1,0,2,2,0,3,10,0,8,0,0,0,1,1,1
23045,638807400,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,9,0,1,10,0,2,17,0,1,0,0,0,1,1,1
112243,3111375960,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,1,0,2,9,0,3,10,0,8,0,0,0,1,1,1
2468,68412960,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,11,0,1,3,0,2,17,0,1,0,0,0,1,1,1
108317,3002547240,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,1,0,2,10,0,2,17,0,1,0,0,0,1,1,1
67426,1869048720,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,8,0,2,4,0,1,14,0,4,0,0,0,1,1,1
126719,3512650680,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,8,0,2,1,0,4,8,0,7,0,0,0,1,1,1
171868,4764180960,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,8,0,2,15,0,3,13,0,5,0,0,0,1,1,1
160686,4454215920,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,6,0,3,2,0,3,3,0,2,0,0,0,1,1,1
14736,408481920,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,7,0,3,14,0,2,11,0,7,0,0,0,1,1,1
86257,2391044040,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,2,0,1,16,0,4,16,0,2,0,0,0,1,1,1
158182,4384805040,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,11,0,1,14,0,2,7,0,6,0,0,0,1,1,1
68789,1906831080,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,6,0,3,7,0,2,9,0,8,0,0,0,1,1,1
176743,4899315960,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,8,0,2,11,0,1,5,0,4,0,0,0,1,1,1
154665,4287313800,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,4,0,1,16,0,4,5,0,4,0,0,0,1,1,1
51443,1425999960,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,2,0,1,1,0,4,10,0,8,0,0,0,1,1,1
43646,1209867120,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,5,0,2,7,0,2,3,0,2,0,0,0,1,1,1
173738,4816017360,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,6,0,3,15,0,3,2,0,1,0,0,0,1,1,1
140265,3888145800,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,8,0,2,15,0,3,7,0,6,0,0,0,1,1,1
117568,3258984960,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,9,0,1,13,0,1,15,0,3,0,0,0,1,1,1
146628,4064528160,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,1,0,2,3,0,2,5,0,4,0,0,0,1,1,1
10521,291642120,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,4,0,1,15,0,3,14,0,4,0,0,0,1,1,1
1881,52141320,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,9,0,1,11,0,1,0,0,1,0,0,0,1,1,1
37266,1033013520,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,8,0,2,2,0,3,7,0,6,0,0,0,1,1,1
144562,4007258640,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,2,0,1,11,0,1,10,0,8,0,0,0,1,1,1
56025,1553013000,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,8,0,2,10,0,2,13,0,5,0,0,0,1,1,1
4282,118697040,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,5,0,2,15,0,3,7,0,6,0,0,0,1,1,1
76433,2118722760,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,6,0,3,1,0,4,15,0,3,0,0,0,1,1,1
108354,3003572880,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,12,0,2,13,0,1,16,0,2,0,0,0,1,1,1
81284,2253192480,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,8,0,2,7,0,2,2,0,1,0,0,0,1,1,1
136661,3788242920,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,5,0,2,15,0,3,13,0,5,0,0,0,1,1,1
131826,3654216720,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,6,0,3,8,0,3,4,0,3,0,0,0,1,1,1
74,2051280,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,9,0,1,6,0,1,17,0,1,0,0,0,1,1,1
29485,817324200,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,1,0,2,7,0,2,16,0,2,0,0,0,1,1,1
15420,427442400,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,2,0,1,1,0,4,11,0,7,0,0,0,1,1,1
164082,4548353040,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,9,0,1,15,0,3,17,0,1,0,0,0,1,1,1
109547,3036642840,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,9,0,1,16,0,4,12,0,6,0,0,0,1,1,1
23249,644462280,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,5,0,2,10,0,2,12,0,6,0,0,0,1,1,1
21301,590463720,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,7,0,3,0,0,5,2,0,1,0,0,0,1,1,1
136251,3776877720,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,11,0,1,13,0,1,2,0,1,0,0,0,1,1,1
1556,43132320,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,9,0,1,9,0,3,17,0,1,0,0,0,1,1,1
173517,4809891240,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,6,0,3,15,0,3,9,0,8,0,0,0,1,1,1
117236,3249781920,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,2,0,1,4,0,1,6,0,5,0,0,0,1,1,1
18487,512459640,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,1,0,2,8,0,3,0,0,1,0,0,0,1,1,1
177722,4926453840,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,12,0,2,4,0,1,15,0,3,0,0,0,1,1,1
126234,3499206480,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,4,0,1,9,0,3,17,0,1,0,0,0,1,1,1
6572,182175840,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,7,0,3,10,0,2,17,0,1,0,0,0,1,1,1
97565,2704501800,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,0,0,3,2,0,3,0,0,1,0,0,0,1,1,1
78242,2168868240,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,8,0,2,8,0,3,0,0,1,0,0,0,1,1,1
150579,4174049880,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,0,0,3,10,0,2,4,0,3,0,0,0,1,1,1
7531,208759320,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,4,0,1,0,0,5,7,0,6,0,0,0,1,1,1
183155,5077056600,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,11,0,1,14,0,2,14,0,4,0,0,0,1,1,1
102176,2832318720,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,9,0,1,6,0,1,13,0,5,0,0,0,1,1,1
129786,3597667920,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,7,0,3,8,0,3,16,0,2,0,0,0,1,1,1
107340,2975464800,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,12,0,2,2,0,3,9,0,8,0,0,0,1,1,1
4909,136077480,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,8,0,2,13,0,1,7,0,6,0,0,0,1,1,1
47175,1307691000,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,11,0,1,0,0,5,17,0,1,0,0,0,1,1,1
131359,3641271480,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,7,0,3,0,0,5,12,0,6,0,0,0,1,1,1
15842,439140240,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,8,0,2,15,0,3,15,0,3,0,0,0,1,1,1
40587,1125071640,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,1,0,2,8,0,3,3,0,2,0,0,0,1,1,1
115531,3202519320,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,0,0,3,16,0,4,11,0,7,0,0,0,1,1,1
69148,1916782560,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,1,0,2,9,0,3,7,0,6,0,0,0,1,1,1
20094,557005680,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,9,0,1,0,0,5,11,0,7,0,0,0,1,1,1
13917,385779240,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,7,0,3,11,0,1,9,0,8,0,0,0,1,1,1
166998,4629184560,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,0,0,3,7,0,2,7,0,6,0,0,0,1,1,1
120257,3333524040,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,7,0,3,16,0,4,6,0,5,0,0,0,1,1,1
174232,4829711040,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,6,0,3,16,0,4,2,0,1,0,0,0,1,1,1
92248,2557114560,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,0,0,3,6,0,1,3,0,2,0,0,0,1,1,1
41268,1143948960,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,6,0,3,9,0,3,0,0,1,0,0,0,1,1,1
87308,2420177760,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,0,0,3,13,0,1,3,0,2,0,0,0,1,1,1
120881,3350821320,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,7,0,3,11,0,1,3,0,2,0,0,0,1,1,1
114136,3163849920,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,9,0,1,15,0,3,3,0,2,0,0,0,1,1,1
34784,964212480,1,0,61,61,1,0.01639344262295082,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,9,0,1,2,0,3,14,0,4,0,0,0,1,1,1
